"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.00768102362323008,25,119,2.01379672103445,"Path:hsa04722 Neurotrophin signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04722 "," SH2B3  ZNF274  PRDM4  IRAK3  CRK  CRKL  BEX3  GSK3B  ATF4  NFKB1  PDPK1  PIK3CB  PIK3CD  PIK3R1  PIK3R2  MAPK9  MAPK13  KIDINS220  RAP1B  RPS6KA2  SOS2  TRAF6  CALM2  CAMK2G  MAGED1"
2.73363139139579e-05,56,273,1.96629177274339,"Path:hsa05020 Prion disease","http://www.genome.jp/kegg-bin/show_pathway?hsa05020 "," PPIF  UQCR11  NDUFA11  COX4I1  COX6B1  COX7C  DDIT3  UQCRQ  SLC25A4  SLC25A6  GSK3B  UQCR10  HSPA8  IL1B  ITPR1  ITPR3  MT-ATP8  MT-ND5  ATF4  NDUFA4  NDUFA7  NDUFA8  NDUFA9  NDUFA10  NDUFAB1  NDUFB1  NDUFB5  NDUFV2  NOTCH1  ATP5F1D  ATP5F1E  ATP5MC2  PIK3CB  PIK3CD  PIK3R1  PIK3R2  ATP5PO  CYCS  NDUFB11  PPP3CB  NDUFA12  MAPK9  MAPK13  PSMA1  PSMA2  PSMA3  PSMB4  PSMB5  PSMC6  PSMD7  SDHD  KLC2  C5  UQCRC2  UQCRH  KLC4"
0.00768102362323008,30,153,1.87954360629882,"Path:hsa01240 Biosynthesis of cofactors","http://www.genome.jp/kegg-bin/show_pathway?hsa01240 "," AKR1A1  CMPK2  COX10  COX15  CTPS1  DHFR  DLD  DHFR2  AK2  EPRS1  ALDH1B1  TPK1  GMPPB  GMPPA  PSAT1  NME1  NME2  NME3  COQ6  PPOX  NADSYN1  PDXP  BCAT1  BCAT2  PPCDC  NMNAT1  COQ5  KMO  NFS1  DHRS3"
7.68346593404073e-06,74,384,1.84723895056556,"Path:hsa05010 Alzheimer disease","http://www.genome.jp/kegg-bin/show_pathway?hsa05010 "," PPIF  UQCR11  NDUFA11  COX4I1  COX6B1  COX7C  CSNK1A1  CSNK1E  DDIT3  DVL2  ATF6  BACE1  MTOR  SLC39A6  BACE2  UQCRQ  SLC25A4  SLC25A6  GSK3B  UQCR10  APC  IL1B  ITPR1  ITPR3  MT-ATP8  MT-ND5  ATF4  NDUFA4  NDUFA7  NDUFA8  NDUFA9  NDUFA10  NDUFAB1  NDUFB1  NDUFB5  NDUFV2  NFKB1  ATP5F1D  ATP5F1E  ATP5MC2  PIK3C3  PIK3CB  PIK3CD  PIK3R1  PIK3R2  ATP5PO  CYCS  NDUFB11  PPP3CB  NDUFA12  MAPK9  EIF2AK2  PSMA1  PSMA2  PSMA3  PSMB4  PSMB5  PSMC6  PSMD7  BID  SDHD  SLC39A8  KLC2  ADAM17  UQCRC2  UQCRH  WNT10B  CALM2  APH1B  CASP8  CDK5R1  NAE1  KLC4  SLC39A13"
0.00202752863630442,41,214,1.83650732746301,"Path:hsa05417 Lipid and atherosclerosis","http://www.genome.jp/kegg-bin/show_pathway?hsa05417 "," TLR6  TAB1  NLRP3  DDIT3  ATF6  GSK3B  HSPA8  HSP90AA1  HSP90AB1  TICAM2  IL1B  IL18  ITPR1  JAK2  ATF4  NFATC3  NFE2L2  NFKB1  NOS3  PDPK1  PIK3CB  PIK3CD  PIK3R1  PIK3R2  CYCS  POU2F1  PPP3CB  MAPK9  MAPK13  PTK2  RAP1B  BID  MAP2K4  TRAF6  CALM2  CAMK2G  CASP8  TNFSF10  ARHGEF1  ABCG1  IKBKE"
0.000155265613440509,58,306,1.81689215275553,"Path:hsa05016 Huntington disease","http://www.genome.jp/kegg-bin/show_pathway?hsa05016 "," PPIF  ACTR1B  DCTN6  UQCR11  NDUFA11  COX4I1  COX6B1  COX7C  RCOR1  MTOR  UQCRQ  GPX3  SLC25A4  SLC25A6  UQCR10  HDAC2  ITPR1  MT-ATP8  MT-ND5  NDUFA4  NDUFA7  NDUFA8  NDUFA9  NDUFA10  NDUFAB1  NDUFB1  NDUFB5  NDUFV2  DCTN4  ATP5F1D  ATP5F1E  ATP5MC2  PIK3C3  ATP5PO  CYCS  POLR2B  POLR2K  NDUFB11  IFT57  NDUFA12  MAPK9  PSMA1  PSMA2  PSMA3  PSMB4  PSMB5  PSMC6  PSMD7  SDHD  KLC2  TBP  UQCRC2  UQCRH  CLTCL1  CASP8  DCTN5  KLC4  TBPL1"
5.20002806201681e-05,68,364,1.79073000731987,"Path:hsa05014 Amyotrophic lateral sclerosis","http://www.genome.jp/kegg-bin/show_pathway?hsa05014 "," ACTR1B  NXF1  DCTN6  UQCR11  NDUFA11  COX4I1  COX6B1  COX7C  DDIT3  HNRNPA3  ATF6  SETX  NUP205  NUP210  NUP188  MTOR  CHMP2B  UQCRQ  GPX3  NXT1  UQCR10  UBQLN2  HNRNPA1  ITPR3  MT-ATP8  MT-ND5  ATF4  NDUFA4  NDUFA7  NDUFA8  NDUFA9  NDUFA10  NDUFAB1  NDUFB1  NDUFB5  NDUFV2  DCTN4  ATP5F1D  ATP5F1E  ATP5MC2  PIK3C3  ATP5PO  CYCS  NDUFB11  PPP3CB  NUP133  NDUFA12  MAPK13  PSMA1  PSMA2  PSMA3  PSMB4  PSMB5  PSMC6  PSMD7  ALS2  BID  SDHD  KLC2  TPR  UQCRC2  UQCRH  NUP85  DCTN5  MAP1LC3A  CAT  KLC4  VAPB"
0.00639497998992816,44,249,1.69385375603798,"Path:hsa05132 Salmonella infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05132 "," ACTR1B  TLR6  TAB1  DCTN6  SNX18  NLRP3  PLEKHM2  EXOC7  TXN2  VPS41  BIRC3  HSP90AA1  HSP90AB1  IL1B  IL18  KPNA1  KPNA3  KPNA4  M6PR  MYL5  NFKB1  DYNC1LI1  DCTN4  PIK3C2B  PIK3C3  PIK3CB  PIK3CD  CYCS  EXOC2  BRK1  MAPK9  MAPK13  ACTR3B  MAP2K4  ACBD3  KLC2  SKP1  TLR5  TRAF6  CASP5  CASP8  DCTN5  TNFSF10  KLC4"
0.000970939184962326,78,476,1.57076144240687,"Path:hsa05022 Pathways of neurodegeneration-multiple diseases","http://www.genome.jp/kegg-bin/show_pathway?hsa05022 "," PPIF  ACTR1B  DCTN6  UQCR11  LRRK2  NDUFA11  COX4I1  COX6B1  COX7C  CSNK1A1  CSNK1E  DDIT3  DVL2  ATF6  MTOR  CHMP2B  UQCRQ  GPX3  SLC25A4  SLC25A6  GSK3B  UQCR10  APC  IL1B  ITPR1  ITPR3  MT-ATP8  MT-ND5  ATF4  NDUFA4  NDUFA7  NDUFA8  NDUFA9  NDUFA10  NDUFAB1  NDUFB1  NDUFB5  NDUFV2  NFKB1  DCTN4  ATP5F1D  ATP5F1E  ATP5MC2  PIK3C3  ATP5PO  CYCS  NDUFB11  IFT57  PPP3CB  NDUFA12  MAPK9  MAPK13  PSMA1  PSMA2  PSMA3  PSMB4  PSMB5  PSMC6  PSMD7  ALS2  BID  SDHD  KLC2  UBA52  UBA7  UBE2G1  UQCRC2  UQCRH  WNT10B  CALM2  CAMK2G  CASP8  DCTN5  MAP1LC3A  CAT  CDK5R1  KLC4  VAPB"
4.39503596068407e-10,247,1538,1.53944153501601,"Path:hsa01100 Metabolic pathways","http://www.genome.jp/kegg-bin/show_pathway?hsa01100 "," GNE  NME6  AKR1A1  ATP5MG  PTGES3  HPSE  ADCY3  UQCR11  B4GAT1  NUDT5  CHKB  SAT2  ADCY7  PLD4  NDUFA11  B3GALT6  ADH5  PIGU  CMPK2  MBOAT2  GLYCTK  COX4I1  COX6B1  COX7C  COX10  COX15  GPAT4  LACC1  CTPS1  PLB1  CYP51A1  DHCR7  DHFR  DLAT  DLD  DLST  DPAGT1  DUT  ECHS1  FCSK  DHFR2  AK2  EPRS1  ESD  ACSL4  ALDH1B1  FASN  FH  CHSY1  ENPP4  INPP5F  NT5C2  AKR1B1  LPIN1  GANAB  SIRT5  SIRT3  MLYCD  NNT  AMACR  SHPK  PISD  FUT4  GALNT3  GALT  GAMT  B3GAT3  HIBCH  GCDH  TPK1  UQCRQ  AMPD2  GK  AMPD3  PGP  HEXD  GPX3  GPX4  GSTM4  UQCR10  GUCY1A1  ALG5  PYCR2  GMPPB  GMPPA  PSAT1  HDC  HEXA  NT5C  HK2  HLCS  HMGCR  HNMT  DHRS4L2  NUDT2  ACACB  IDS  IDUA  INPP5A  INPP5B  ACADVL  PEDS1  ACAT2  LBR  HACD4  MAN1A1  IDNK  MDH1  MGST2  ASAH1  KMT2A  ALG11  MT-ATP8  MTM1  MT-ND5  MMUT  MVK  NDUFA4  NDUFA7  NDUFA8  NDUFA9  NDUFA10  NDUFAB1  NDUFB1  NDUFB5  NDUFV2  NME1  NME2  NME3  NOS3  PAFAH1B3  PC  PCCB  COQ6  TXNDC12  APIP  NT5C3A  ATP5F1D  CSAD  ATP5F1E  PDE4B  ISYNA1  PDE8A  ATP5MC2  ADA2  GATB  ACP1  PFKFB2  ATP5ME  ATP6V1A  ATP6V1C1  PIGF  PIK3C2B  PIK3C3  PIK3CB  PIK3CD  PLA2G4A  ATP6V0B  NUDT9  ATP5PO  CYCS  NDUFB11  NSD3  LPCAT2  UCKL1  PIGX  PPOX  NADSYN1  TMLHE  PGM2  PPT1  CSGALNACT2  SMPD4  PIGV  CSGALNACT1  ASH1L  NDUFA12  PRPS2  INPP5E  MCCC1  PDXP  TIGAR  PRUNE1  KMT2C  QARS1  BCAT1  BCAT2  RDH5  PPCDC  RPN2  ACSM3  SRR  GALNT11  SDHD  XYLT2  SGSH  SMYD3  IPPK  NMNAT1  ST3GAL1  ST3GAL3  SMPD2  SRM  TM7SF2  UQCRC2  UQCRH  CA2  PLA2G7  CHPF  CERS4  SRD5A3  COLGALT1  HKDC1  KMT2D  HYI  ADPGK  PLA2G6  COQ5  ACSS1  CAT  PIGO  ADO  PIGY  PHYKPL  KMO  ALDH4A1  JMJD7-PLA2G4B  B4GALT4  CDS2  SUCLG2  SUCLG1  DPM1  INPP4B  SYNJ1  ST3GAL5  ATP6V1E2  NFS1  DHRS3  ATP6V1F  GRHPR  GGPS1  CHST10  CD38  ENTPD1  ATP6V1G1  ENTPD5  LPIN2"
