"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
2.12108899812223e-05,10,123,8.05300390666244,"DESCARTES FETAL LIVER LYMPHOID CELLS","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/DESCARTES_FETAL_LIVER_LYMPHOID_CELLS"," LEF1  ZAP70  SH2D1A  PRF1  EOMES  SLC4A10  CCR7  TIGIT  RORC  FOXP3"
2.93589960180918e-05,15,313,4.7468984689432,"AIZARANI LIVER C29 MVECS 2","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/AIZARANI_LIVER_C29_MVECS_2"," LMNA  VIM  TGFBR3  TPM4  F8  ANXA1  S1PR1  BMX  F2R  STOM  IGFBP3  TSPAN18  SKI  ADGRG1  ATP1B3"
2.93859986094994e-05,11,162,6.72574955908289,"DESCARTES FETAL PANCREAS LYMPHOID CELLS","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/DESCARTES_FETAL_PANCREAS_LYMPHOID_CELLS"," SH2D1A  CCR7  ZAP70  LEF1  CRTAM  CD8B  PRF1  EOMES  FOXP3  TIGIT  TBX21"
5.93916656483484e-05,9,110,8.10425029515939,"DESCARTES FETAL HEART LYMPHOID CELLS","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/DESCARTES_FETAL_HEART_LYMPHOID_CELLS"," CCR7  SH2D1A  ZAP70  PRF1  CRTAM  CD8B  TIGIT  FOXP3  TBX21"
0.000128396953301509,10,155,6.390448261416,"DESCARTES FETAL LUNG LYMPHOID CELLS","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/DESCARTES_FETAL_LUNG_LYMPHOID_CELLS"," LEF1  CCR7  ZAP70  SH2D1A  PRF1  CRTAM  CD8B  FOXP3  TIGIT  TBX21"
0.000142840218799951,10,158,6.26911063619924,"FAN EMBRYONIC CTX BRAIN NAIVE LIKE T CELL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/FAN_EMBRYONIC_CTX_BRAIN_NAIVE_LIKE_T_CELL"," LEF1  CCR7  ANXA1  ZAP70  SH2D1A  LRRN3  LDLRAP1  EPHX2  TRABD2A  ARHGEF1"
0.00017457396398933,20,627,3.15955177199196,"TRAVAGLINI LUNG PROXIMAL BASAL CELL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/TRAVAGLINI_LUNG_PROXIMAL_BASAL_CELL"," AQP3  IGFBP3  ALDH2  EIF3E  ZNF703  LDLRAP1  ATP1B3  UQCRC1  EIF3H  DDB2  POLD4  ATP5MC3  ABHD14B  KIF21A  AP2M1  RAB34  ENSA  NUCKS1  ANXA1  ENO1"
0.00019368085691918,7,71,9.76568501920615,"HAY BONE MARROW CD8 T CELL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/HAY_BONE_MARROW_CD8_T_CELL"," CD8B  SH2D1A  TIGIT  F2R  CRTAM  CAPN2  KIF21A"
0.000202071048059844,12,246,4.83180234399747,"FAN OVARY CL4 T LYMPHOCYTE NK CELL 1","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/FAN_OVARY_CL4_T_LYMPHOCYTE_NK_CELL_1"," PRF1  ANXA1  APOBEC3G  ATP1B3  LCP1  RUNX3  TPM3  SYAP1  ARHGDIA  ENSA  YWHAB  ENO1"
0.000523141472808997,14,365,3.79925280199253,"FAN EMBRYONIC CTX BIG GROUPS BRAIN ENDOTHELIAL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_ENDOTHELIAL"," PDGFRB  CD248  SLC39A8  VCL  PAPSS2  ANXA1  LEF1  LMNA  TPM4  SORBS3  VIM  STOM  MYO6  CAPN2"
0.000647174628693396,9,155,5.7514034352744,"CUI DEVELOPING HEART C9 B T CELL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/CUI_DEVELOPING_HEART_C9_B_T_CELL"," LCP1  ZAP70  SH2D1A  ARHGEF1  RUNX3  PRF1  SASH3  LEF1  SH3KBP1"
0.000783567738024751,23,889,2.56264882474106,"TRAVAGLINI LUNG PROLIFERATING BASAL CELL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/TRAVAGLINI_LUNG_PROLIFERATING_BASAL_CELL"," PHF19  NUCKS1  ATP1B3  ZNF703  DDB2  ATP5MC3  UQCRC1  AQP3  ADGRG1  RAB34  IGFBP3  AP2M1  ENO1  PFKL  SNF8  UGP2  IDH2  PCMT1  PPP1R14B  YWHAH  EIF3E  POLD4  KIF21A"
0.00084073306141065,8,126,6.28901257472686,"AIZARANI LIVER C5 NK NKT CELLS 3","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/AIZARANI_LIVER_C5_NK_NKT_CELLS_3"," RUNX3  PRF1  EOMES  LCP1  SH2D1A  TIGIT  SASH3  TOX"
0.00084073306141065,9,163,5.46912596605848,"DESCARTES FETAL INTESTINE LYMPHOID CELLS","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/DESCARTES_FETAL_INTESTINE_LYMPHOID_CELLS"," SH2D1A  ZAP70  CCR7  SLC4A10  EOMES  CRTAM  PRF1  PLEKHF1  TBX21"
0.00105966775009667,8,131,6.04897392683652,"FAN EMBRYONIC CTX BRAIN EFFECTOR T CELL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/FAN_EMBRYONIC_CTX_BRAIN_EFFECTOR_T_CELL"," PRF1  APOBEC3G  SH2D1A  ABI3  RUNX3  EOMES  LCP1  ZAP70"
0.00120831666369177,10,214,4.62859570336206,"BUSSLINGER ESOPHAGEAL DENDRITIC CELLS","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/BUSSLINGER_ESOPHAGEAL_DENDRITIC_CELLS"," VIM  LCP1  CSF1R  RUNX3  YWHAH  PDE4A  SH3KBP1  IER5  LMNA  MAPRE1"
0.00121348782163969,7,100,6.93363636363636,"ZHENG CORD BLOOD C9 GRANULOCYTE MACROPHAGE PROGENITOR","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/ZHENG_CORD_BLOOD_C9_GRANULOCYTE_MACROPHAGE_PROGENITOR"," ANXA1  ENO1  LCP1  NUCKS1  TPM3  TPM4  VIM"
0.001372160136117,17,576,2.92340818903319,"MANNO MIDBRAIN NEUROTYPES HMGL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/MANNO_MIDBRAIN_NEUROTYPES_HMGL"," ABI3  ANXA4  APOBEC3C  CD163  CSF1R  CX3CR1  GAL3ST4  IER5  IGFBP3  LCP1  POLD4  RUNX3  SASH3  STOM  TMBIM1  TMEM63A  VSIG4"
0.001372160136117,17,577,2.91834162371424,"TRAVAGLINI LUNG EREG DENDRITIC CELL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/TRAVAGLINI_LUNG_EREG_DENDRITIC_CELL"," CD163  YWHAH  CSF1R  F13A1  VSIG4  TPM4  ATP1B3  SLC16A10  SKI  EMILIN2  SYAP1  PDE4A  STX6  PAPSS2  IER5  TPM3  ENO1"
0.00291658488664239,15,501,2.96562718718407,"TRAVAGLINI LUNG BASOPHIL MAST 2 CELL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/TRAVAGLINI_LUNG_BASOPHIL_MAST_2_CELL"," LMNA  ANXA1  SYAP1  VIM  TPM4  TSPYL1  ANXA4  DNAJB9  RAB34  MAPRE1  EIF3E  PDE4A  ENSA  AP2M1  SH3KBP1"
0.00300708219039587,9,200,4.45733766233766,"AIZARANI LIVER C2 KUPFFER CELLS 1","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/AIZARANI_LIVER_C2_KUPFFER_CELLS_1"," CD163  CSF1R  VSIG4  ANXA1  VIM  ATP1B3  IER5  EMILIN2  F13A1"
0.00300708219039587,8,157,5.04723302175531,"TRAVAGLINI LUNG DIFFERENTIATING BASAL CELL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/TRAVAGLINI_LUNG_DIFFERENTIATING_BASAL_CELL"," IGFBP3  AQP3  ALDH2  POLD4  AP2M1  ANXA1  UQCRC1  ATP1B3"
0.00329944490613464,14,457,3.03441416351701,"BUSSLINGER GASTRIC ISTHMUS CELLS","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/BUSSLINGER_GASTRIC_ISTHMUS_CELLS"," LMNA  TPM4  YWHAH  ENO1  ITGA6  ARHGDIA  YWHAB  VPS35  ALDH2  MVD  NUCKS1  ENSA  LLGL2  TPM3"
0.00329944490613464,13,403,3.195224130708,"HAY BONE MARROW NAIVE T CELL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/HAY_BONE_MARROW_NAIVE_T_CELL"," LEF1  CCR7  AQP3  EIF3E  TRABD2A  LDLRAP1  ARHGEF1  EPHX2  ITPKB  LRRN3  ZBTB25  TMEM63A  EIF3H"
0.00329944490613464,16,572,2.77068386159295,"TRAVAGLINI LUNG TREM2 DENDRITIC CELL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/TRAVAGLINI_LUNG_TREM2_DENDRITIC_CELL"," ALDH2  VSIG4  CSF1R  YWHAH  ANXA4  COMT  TMBIM1  MRTO4  TMED10  ATP1B3  VIM  SNX2  UQCRC1  ENO1  NDUFB2  ATP5MC3"
0.00364520568405383,11,304,3.58411654135338,"AIZARANI LIVER C9 LSECS 1","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/AIZARANI_LIVER_C9_LSECS_1"," F8  TGFBR3  FLT4  F2R  TPM4  S1PR1  MYO6  AFF4  ANKRD11  PHF10  TSPAN18"
0.00510138645005156,10,267,3.70981078846247,"MENON FETAL KIDNEY 8 CONNECTING TUBULE CELLS","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/MENON_FETAL_KIDNEY_8_CONNECTING_TUBULE_CELLS"," IGFBP3  LLGL2  ERBB2  ATP1B3  NDUFB2  MYO6  PFKL  ATP5MC3  YWHAB  UBE2G2"
0.00513129197169685,10,269,3.68222855211703,"AIZARANI LIVER C10 MVECS 1","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/AIZARANI_LIVER_C10_MVECS_1"," F8  VIM  LMNA  TSPAN18  S1PR1  TGFBR3  TPM4  ITGA6  STOM  F2R"
0.00513129197169685,16,600,2.64138528138528,"TRAVAGLINI LUNG PLATELET MEGAKARYOCYTE CELL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/TRAVAGLINI_LUNG_PLATELET_MEGAKARYOCYTE_CELL"," TPM4  GAS2L1  ITGA2B  YWHAH  VCL  STOM  ITGB3  F13A1  FAM110A  LDLRAP1  TMBIM1  TSPAN18  AP2M1  F2R  TPM3  CHMP6"
0.00533079175315455,11,322,3.38376220053239,"LAKE ADULT KIDNEY C18 COLLECTING DUCT PRINCIPAL CELLS MEDULLA","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/LAKE_ADULT_KIDNEY_C18_COLLECTING_DUCT_PRINCIPAL_CELLS_MEDULLA"," AQP3  IGFBP3  TOX  SRP14  TPM4  ADGRG1  YWHAB  ATP5MC3  ENO1  LLGL2  NUCKS1"
0.00558563238840618,10,274,3.61503460043606,"MENON FETAL KIDNEY 7 LOOPOF HENLE CELLS DISTAL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/MENON_FETAL_KIDNEY_7_LOOPOF_HENLE_CELLS_DISTAL"," PAPSS2  IDH2  ATP5MC3  ATP1B3  CAPN2  DMAC1  MYO6  UQCRC1  NDUFB2  ENO1"
0.00558563238840618,8,180,4.4023088023088,"TRAVAGLINI LUNG NONCLASSICAL MONOCYTE CELL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/TRAVAGLINI_LUNG_NONCLASSICAL_MONOCYTE_CELL"," CSF1R  ZNF703  FAM110A  CUX1  ABI3  ATP1B3  PAPSS2  PHF19"
0.00636855823068291,17,681,2.47266243301486,"MURARO PANCREAS MESENCHYMAL STROMAL CELL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/MURARO_PANCREAS_MESENCHYMAL_STROMAL_CELL"," PDGFRB  NREP  F2R  VIM  TPM4  ANXA1  ITGB3  SH3KBP1  ATP1B3  LRRC59  VCL  CD248  AP2M1  IGFBP3  LMNA  ANKRD11  ENO1"
0.0073267518204074,7,145,4.78181818181818,"DESCARTES FETAL PLACENTA LYMPHOID CELLS","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/DESCARTES_FETAL_PLACENTA_LYMPHOID_CELLS"," RUNX3  ZAP70  PRF1  SH2D1A  EOMES  CRTAM  TIGIT"
0.00743387167376408,20,888,2.23089973089973,"MANNO MIDBRAIN NEUROTYPES HENDO","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/MANNO_MIDBRAIN_NEUROTYPES_HENDO"," ANXA1  ANXA4  ARHGEF1  FLT4  IGFBP3  ITGA6  ITPKB  LDLRAP1  LEF1  MYO6  PFKL  POLD4  S1PR1  SLC39A8  SMAD7  STOM  TMBIM1  TPM4  VCL  VIM"
0.00855945957529459,7,150,4.62242424242424,"DESCARTES FETAL EYE MICROGLIA","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/DESCARTES_FETAL_EYE_MICROGLIA"," CSF1R  F13A1  CX3CR1  LCP1  VSIG4  GAL3ST4  SPN"
0.0101493422034978,7,155,4.4733137829912,"DESCARTES MAIN FETAL LYMPHOID CELLS","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/DESCARTES_MAIN_FETAL_LYMPHOID_CELLS"," RUNX3  TIGIT  PRF1  CRTAM  TBX21  ARHGEF1  APOBEC3C"
0.0114751523069919,4,46,8.61321287408244,"TRAVAGLINI LUNG IGSF21 DENDRITIC CELL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/TRAVAGLINI_LUNG_IGSF21_DENDRITIC_CELL"," F13A1  VSIG4  CSF1R  LMNA"
0.0116763951322198,18,794,2.24551015734895,"MANNO MIDBRAIN NEUROTYPES HPERIC","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/MANNO_MIDBRAIN_NEUROTYPES_HPERIC"," ANXA4  APOBEC3C  ATP1B3  CD248  F2R  ITPKB  LDLRAP1  LMNA  PAPSS2  PDGFRB  POLD4  RUNX3  SH3KBP1  STOM  TMBIM1  TPM4  UGP2  VCL"
0.0124031092989921,6,119,4.99421586816545,"GAUTAM EYE CHOROID SCLERA ACTIVATED T CELLS","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/GAUTAM_EYE_CHOROID_SCLERA_ACTIVATED_T_CELLS"," DBP  AP4B1  AQP3  RAPGEF6  DDB2  SPN"
0.0126939124267616,6,120,4.9525974025974,"DESCARTES FETAL MUSCLE LYMPHOID CELLS","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/DESCARTES_FETAL_MUSCLE_LYMPHOID_CELLS"," LEF1  RORC  RUNX3  SH2D1A  LLGL2  CRTAM"
0.0130348437709834,5,82,6.03975292999683,"DESCARTES FETAL STOMACH LYMPHOID CELLS","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/DESCARTES_FETAL_STOMACH_LYMPHOID_CELLS"," LEF1  CCR7  SH2D1A  ZAP70  SASH3"
0.013860167482254,6,123,4.83180234399747,"DESCARTES FETAL SPLEEN LYMPHOID CELLS","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/DESCARTES_FETAL_SPLEEN_LYMPHOID_CELLS"," LEF1  CCR7  SH2D1A  EOMES  TIGIT  CD8B"
0.0147391282757555,12,437,2.71996196023656,"ZHONG PFC MAJOR TYPES MICROGLIA","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/ZHONG_PFC_MAJOR_TYPES_MICROGLIA"," CX3CR1  VSIG4  CSF1R  LCP1  GAL3ST4  ABI3  POLD4  SASH3  ANXA4  TMBIM1  STOM  RAPGEF6"
0.0147627371271794,12,439,2.70757033399402,"FAN EMBRYONIC CTX BRAIN ENDOTHELIAL 1","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/FAN_EMBRYONIC_CTX_BRAIN_ENDOTHELIAL_1"," VIM  LEF1  SLC39A8  MYO6  CAPN2  S1PR1  TPM4  ITGA6  ANXA1  FLT4  PFKL  SORBS3"
0.0147627371271794,11,380,2.86729323308271,"LAKE ADULT KIDNEY C12 THICK ASCENDING LIMB","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/LAKE_ADULT_KIDNEY_C12_THICK_ASCENDING_LIMB"," IDH2  ATP5MC3  EPHX2  ENO1  UQCRC1  NDUFB2  PFKL  CACNA2D3  SRP14  CAPN2  LLGL2"
0.0163146463588439,9,275,3.24170011806375,"CUI DEVELOPING HEART C8 MACROPHAGE","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/CUI_DEVELOPING_HEART_C8_MACROPHAGE"," LCP1  CSF1R  TPM3  CD163  VSIG4  F13A1  IER5  SH3KBP1  CX3CR1"
0.0172615577823306,11,391,2.78662769455608,"TRAVAGLINI LUNG ALVEOLAR EPITHELIAL TYPE 1 CELL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/TRAVAGLINI_LUNG_ALVEOLAR_EPITHELIAL_TYPE_1_CELL"," SLC39A8  PAPSS2  ATP1B3  CAPN2  SMAD7  VCL  COMT  TPM4  YWHAH  CNPPD1  CUX1"
0.0172615577823306,6,131,4.53673044512739,"TRAVAGLINI LUNG ARTERY CELL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/TRAVAGLINI_LUNG_ARTERY_CELL"," F2R  F8  IGFBP3  SRP14  BMX  TRABD2A"
0.0175053378445271,6,132,4.50236127508855,"TRAVAGLINI LUNG CD4 NAIVE T CELL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/TRAVAGLINI_LUNG_CD4_NAIVE_T_CELL"," CCR7  LEF1  TRABD2A  EPHX2  LDLRAP1  AQP3"
0.0192309876431854,24,1275,1.86450725744843,"MURARO PANCREAS DUCTAL CELL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/MURARO_PANCREAS_DUCTAL_CELL"," ANXA4  LCP1  ANXA1  STOM  ITGA6  RUNX3  CAPN2  IDH2  CSF1R  TPM4  TMBIM1  VSIG4  ENO1  UGP2  CNPPD1  IER5  VCL  MYO6  ATP5MC3  LMNA  ALDH2  YWHAB  LLGL2  SRP14"
0.0201761986431633,5,95,5.21326042378674,"ZHENG CORD BLOOD C7 PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 1","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/ZHENG_CORD_BLOOD_C7_PUTATIVE_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_1"," TPM4  SPN  VPS35  CCDC14  ENO1"
0.0201761986431633,6,138,4.30660643704122,"DESCARTES FETAL LIVER VASCULAR ENDOTHELIAL CELLS","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/DESCARTES_FETAL_LIVER_VASCULAR_ENDOTHELIAL_CELLS"," FLT4  F8  SH3RF3  MAN1C1  TSPAN18  BMX"
0.0201761986431633,8,234,3.38639138639139,"DESCARTES FETAL MUSCLE MEGAKARYOCYTES","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/DESCARTES_FETAL_MUSCLE_MEGAKARYOCYTES"," ITGB3  VCL  ABI3  ITGA2B  YWHAH  SLC39A8  UNC45A  GAS2L1"
0.0201761986431633,9,289,3.08466274210219,"RUBENSTEIN SKELETAL MUSCLE FBN1 FAP CELLS","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/RUBENSTEIN_SKELETAL_MUSCLE_FBN1_FAP_CELLS"," CD248  PI16  TGFBR3  UGP2  VIM  ANXA1  ANXA4  LMNA  ENO1"
0.0206252686218983,16,724,2.18899332711487,"TRAVAGLINI LUNG OLR1 CLASSICAL MONOCYTE CELL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/TRAVAGLINI_LUNG_OLR1_CLASSICAL_MONOCYTE_CELL"," SLC39A8  CD163  TPM4  LCP1  ATP1B3  VIM  ENO1  EMILIN2  PDE4A  ARHGDIA  SLC16A10  STX6  SKI  RALGDS  CUX1  MAPRE1"
0.0221139795877059,5,98,5.05367081897694,"ZHENG CORD BLOOD C1 PUTATIVE MEGAKARYOCYTE PROGENITOR","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/ZHENG_CORD_BLOOD_C1_PUTATIVE_MEGAKARYOCYTE_PROGENITOR"," F13A1  ITGA2B  ITGA6  STOM  VCL"
0.0227627071228091,5,99,5.00262363898728,"AIZARANI LIVER C28 NK NKT CELLS 6","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/AIZARANI_LIVER_C28_NK_NKT_CELLS_6"," ATP1B3  RUNX3  LCP1  ANXA1  LEF1"
0.0249446186541695,9,303,2.94213707084994,"FAN EMBRYONIC CTX BRAIN ENDOTHELIAL 2","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/FAN_EMBRYONIC_CTX_BRAIN_ENDOTHELIAL_2"," PDGFRB  CD248  LMNA  VCL  TPM4  F2R  PAPSS2  VIM  MYO6"
